age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,date,latitude,longitude,id,contact_month,contact_year,contactado_previamente,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth,hoja_origen
30.0,blue-collar,married,basic.9y,no,no,no,telephone,644,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-05-09,28.581,-70.372,02d12cfb-d530-4973-8a4a-759c6f2984b1,5.0,2016.0,False,144713,2,0,2012-01-27,4,2012
39.0,blue-collar,married,basic.6y,unknown,no,no,telephone,305,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,2016-01-15,33.459,-117.66,fd69eb3c-8a77-4dba-9615-f168552984bb,1.0,2016.0,False,67755,1,2,2012-05-04,11,2012
28.0,blue-collar,married,basic.9y,unknown,no,no,telephone,140,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-12-12,24.69,-77.606,a8a37bf7-1fac-4719-ba5e-90679f99fc68,12.0,2018.0,False,102574,2,2,2012-03-08,6,2012
36.0,technician,married,professional.course,unknown,yes,no,telephone,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,2018-02-05,48.383,-117.01,0a238542-4293-4c91-b82f-5d5982a35d58,2.0,2018.0,False,117178,0,1,2012-05-06,31,2012
49.0,services,divorced,basic.6y,unknown,yes,no,telephone,173,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-08-09,43.784,-110.184,315e6aca-dd82-4568-8cf8-e524d85b9116,8.0,2018.0,False,55854,1,2,2012-12-12,31,2012
31.0,technician,married,professional.course,no,yes,no,telephone,374,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-06-07,27.515,-90.35,9a4398c6-059e-4194-8946-eb3767220d56,6.0,2016.0,False,135641,2,2,2012-06-22,19,2012
45.0,admin.,divorced,basic.6y,no,yes,no,telephone,240,1,999,0,nonexistent,1.1,93.444,-36.4,4.86,5191.0,no,2015-07-06,33.974,-117.433,2aaedd69-1de5-4cec-a127-71756e1c8299,7.0,2015.0,False,154882,0,0,2012-05-19,3,2012
29.0,services,married,high.school,no,yes,no,telephone,558,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-04-13,32.695,-108.733,c2d537fa-10ac-4065-9cb6-41e9fa42b51e,4.0,2015.0,False,92555,1,1,2012-02-18,25,2012
34.0,blue-collar,single,basic.9y,no,no,no,telephone,1088,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-04-30,31.893,-112.492,ca267b6f-9806-49f1-8eb2-51c6a12ffb50,4.0,2019.0,False,52943,2,2,2012-11-13,16,2012
45.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-01-03,32.679,-99.811,79a35fef-c79f-41c4-8e07-74723e7a6445,1.0,2015.0,False,126975,2,2,2012-08-04,30,2012
30.0,blue-collar,single,basic.4y,no,no,no,telephone,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-09-03,26.94,-68.014,15597f24-2190-4f49-b7c6-2d1acbf4467d,9.0,2019.0,False,164075,2,1,2012-07-06,6,2012
38.0,technician,married,professional.course,no,no,no,telephone,436,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-01-16,46.645,-68.914,f9ae7229-25d0-438e-8073-4732f9b9652c,1.0,2018.0,False,101835,2,2,2012-09-21,22,2012
33.0,admin.,married,university.degree,no,no,no,telephone,463,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-12-08,34.918,-110.6,067724cf-d361-40aa-b9d7-68dcfa875b7f,12.0,2015.0,False,11485,1,1,2012-02-04,26,2012
46.0,blue-collar,married,basic.9y,no,no,no,telephone,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-09-07,41.057,-109.096,49d6b822-7b43-489a-929c-f3e7cf116a18,9.0,2015.0,False,74833,0,1,2012-03-30,22,2012
41.0,entrepreneur,divorced,university.degree,no,yes,no,telephone,234,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-07-29,28.012,-80.137,b26ce5e7-bf93-4d8c-97e2-9811e62de1df,7.0,2016.0,False,65212,0,2,2012-05-13,31,2012
44.0,blue-collar,single,basic.4y,no,yes,no,telephone,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-01-27,27.127,-88.144,5acafa11-d718-4c47-a2e9-fb208e5e5711,1.0,2016.0,False,101747,0,0,2012-07-10,30,2012
39.0,blue-collar,married,high.school,unknown,yes,no,telephone,200,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-09-09,34.484,-90.25,61f97cce-859d-45c8-9aa9-9895aec58517,9.0,2016.0,False,123733,1,1,2012-12-12,30,2012
45.0,housemaid,married,basic.4y,no,yes,no,telephone,158,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-06-20,28.505,-80.913,9105d658-5876-4c62-a520-eb0ef1a51cb0,6.0,2019.0,False,48470,1,2,2012-10-07,13,2012
35.0,blue-collar,married,basic.9y,no,unknown,unknown,telephone,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-12-13,44.469,-114.024,8def94d6-196d-4d06-8d3b-77611b325f7d,12.0,2019.0,False,48670,0,2,2012-03-16,25,2012
44.0,technician,married,professional.course,no,yes,no,telephone,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-11-15,35.845,-74.839,afce14a0-bb5c-4d84-a260-c2aa6c53bbe8,11.0,2019.0,False,96248,1,0,2012-02-14,5,2012
35.0,technician,married,professional.course,no,no,no,telephone,504,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-12-20,38.676,-109.097,00e7bd8b-4f9b-4696-9a6b-b1ff299be6f9,12.0,2015.0,False,176392,1,2,2012-03-03,19,2012
39.0,services,single,high.school,unknown,no,no,telephone,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-03-18,29.407,-76.716,1a4100df-2201-4fad-9c60-5dfeee346c22,3.0,2018.0,False,67895,2,0,2012-03-24,22,2012
52.0,blue-collar,married,basic.4y,no,yes,no,telephone,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-06-06,43.393,-99.921,ad944c28-2a1f-4484-9797-3b463e36dae6,6.0,2019.0,False,126387,1,0,2012-02-15,16,2012
44.0,blue-collar,married,basic.4y,unknown,no,no,telephone,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-04-04,41.813,-86.588,18e43b3f-324f-4a7c-8fe5-e9bfa95a61da,4.0,2015.0,False,29522,2,2,2012-12-17,2,2012
53.0,unknown,married,high.school,unknown,no,no,telephone,303,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-12-15,41.362,-105.777,e2c5b347-e89d-429d-9fd5-43fad10c26af,12.0,2015.0,False,59963,0,2,2012-02-19,11,2012
36.0,services,divorced,high.school,no,yes,no,telephone,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-10-17,47.934,-117.137,8c12fdd5-cb8e-4d5b-8fbc-345aad42e6ce,10.0,2016.0,False,125321,0,0,2012-06-30,17,2012
41.0,technician,single,university.degree,unknown,yes,no,telephone,90,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-06-22,34.914,-113.52,a24a8cc9-aced-4efa-9e42-3be514531e1d,6.0,2015.0,False,141769,1,2,2012-01-20,30,2012
33.0,admin.,single,university.degree,no,no,no,telephone,134,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-02-25,37.881,-98.319,4332e947-475b-4a36-b5a0-34047a0c9e9b,2.0,2015.0,False,54149,1,0,2012-06-03,9,2012
46.0,admin.,single,high.school,no,unknown,unknown,telephone,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-02-03,32.125,-114.28,3087fbf6-9ca0-40eb-80ce-00833d3c14a4,2.0,2019.0,False,74906,1,2,2012-05-11,10,2012
38.0,blue-collar,married,basic.4y,unknown,no,no,telephone,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-08-10,46.196,-73.334,3b3eba06-15e4-48bd-a2c5-a7ae745dacd3,8.0,2016.0,False,12190,2,0,2012-09-11,24,2012
39.0,blue-collar,divorced,unknown,no,no,yes,telephone,94,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-11-02,29.971,-122.333,db06457b-37c0-4708-9796-34747bd80a5f,11.0,2017.0,False,143181,0,0,2012-09-06,32,2012
57.0,retired,unknown,basic.4y,no,yes,no,telephone,171,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-11-30,43.771,-67.916,b6c2ae0a-2a6d-4af1-9b42-0fae8d35d506,11.0,2015.0,False,133390,0,0,2012-06-07,2,2012
45.0,management,married,unknown,unknown,no,no,telephone,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-11-14,33.724,-101.905,e389bd9b-2e64-4d64-b60b-f842cf0fa7fc,11.0,2016.0,False,21249,1,2,2012-12-31,23,2012
55.0,unknown,married,unknown,unknown,yes,no,telephone,285,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-05-14,29.283,-78.494,0ccb2910-bec3-4b1e-b2ca-64be6a34cdd1,5.0,2017.0,False,169063,0,2,2012-09-04,22,2012
26.0,admin.,married,high.school,no,no,no,telephone,326,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-08-06,40.054,-112.901,d4e4437b-b047-4a65-98e2-5824e3f4b67a,8.0,2018.0,False,157154,2,2,2012-04-03,30,2012
38.0,blue-collar,divorced,unknown,no,yes,no,telephone,451,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,2015-06-26,45.601,-75.874,b04baed8-ffc9-4d7d-bf8d-8ada16002d7b,6.0,2015.0,False,50458,0,1,2012-02-09,11,2012
41.0,technician,married,basic.9y,no,yes,no,telephone,347,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-12-19,32.489,-70.893,df0f7f1e-e26e-4c98-99e4-d06efa65e1ed,12.0,2019.0,False,139096,0,1,2012-09-15,30,2012
53.0,retired,divorced,basic.4y,no,no,no,telephone,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-08-06,25.546,-107.19,d2acb473-34ca-4461-a319-3f89862df28c,8.0,2016.0,False,39139,1,2,2012-03-22,6,2012
42.0,services,divorced,basic.6y,no,yes,no,telephone,1074,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,2018-08-05,27.426,-109.746,2b293b91-5ed7-4670-976f-3c36a5d46c0c,8.0,2018.0,False,34073,1,0,2012-08-14,21,2012
56.0,technician,married,professional.course,unknown,no,no,telephone,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-07-21,49.203,-98.278,a6478d88-c1bc-4df1-bb45-4c0b882cecaf,7.0,2015.0,False,113295,0,1,2012-01-22,17,2012
41.0,management,married,high.school,no,no,no,telephone,77,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-11-21,26.423,-88.414,523a3630-c998-485b-b421-6eaea6ca8c6d,11.0,2019.0,False,26571,1,2,2012-02-19,4,2012
49.0,blue-collar,married,basic.9y,no,no,no,telephone,1036,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2018-11-03,47.727,-117.934,4f2e7e36-5d7b-4a08-bcd4-f9e9edfd5021,11.0,2018.0,False,13711,2,0,2012-03-09,22,2012
31.0,admin.,married,high.school,no,no,no,telephone,303,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-10-13,30.934,-69.718,9f507bc2-6a00-4ff2-85fc-4cc415dac973,10.0,2017.0,False,169578,1,0,2012-10-23,30,2012
39.0,self-employed,married,professional.course,no,yes,no,telephone,80,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-01-17,36.619,-113.223,613dd847-5f77-4c56-bdab-6ad271727d5f,1.0,2016.0,False,59266,2,0,2012-08-26,18,2012
40.0,blue-collar,married,basic.6y,unknown,no,no,telephone,322,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-03-01,25.613,-119.223,01aaea4b-f31a-43a3-ad07-7ca7e76d442a,3.0,2019.0,False,147606,2,0,2012-03-09,23,2012
43.0,blue-collar,married,basic.4y,no,no,no,telephone,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-12-20,47.139,-101.58,80320f63-3957-48f7-af80-ee93373b86ad,12.0,2017.0,False,79666,1,2,2012-04-13,11,2012
48.0,self-employed,married,university.degree,unknown,yes,no,telephone,750,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-01-30,28.698,-87.43,c388350a-f9d6-4963-862e-e15515784c77,1.0,2018.0,False,126426,0,1,2012-12-08,15,2012
45.0,admin.,married,high.school,no,yes,no,telephone,695,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,2015-11-01,31.558,-93.704,d7b10da6-2e19-44a5-b38e-9eb9d9269064,11.0,2015.0,False,137350,2,1,2012-08-16,21,2012
49.0,technician,married,high.school,no,yes,no,telephone,435,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-08-02,26.966,-121.788,cff135e0-b682-4e8b-bdd1-0b68d184f5bc,8.0,2017.0,False,84049,2,0,2012-08-17,26,2012
52.0,blue-collar,married,basic.9y,no,yes,no,telephone,397,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-04-24,44.276,-107.181,d277b718-2c39-49c7-b461-28af00b31e27,4.0,2015.0,False,165395,2,1,2012-02-21,7,2012
35.0,blue-collar,married,basic.9y,unknown,no,no,telephone,95,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-06-04,48.805,-112.807,0e25c92d-df04-48c8-9e5f-37b14735a067,6.0,2016.0,False,163577,2,1,2012-08-06,13,2012
52.0,technician,married,basic.9y,no,yes,no,telephone,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-04-28,29.847,-105.808,b651f91c-7eac-452c-8a7a-134af4f48da9,4.0,2015.0,False,56108,0,1,2012-05-09,6,2012
59.0,retired,married,basic.4y,unknown,yes,no,telephone,163,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-09-28,33.597,-91.086,53192158-343d-434f-aaf4-83d30391d1d7,9.0,2018.0,False,110080,1,0,2012-02-19,13,2012
34.0,admin.,single,high.school,no,yes,no,telephone,168,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-04-03,46.13,-81.173,173c459f-07d0-46b4-8a2b-23b1867bb4f1,4.0,2016.0,False,47702,0,2,2012-05-21,9,2012
33.0,admin.,single,high.school,no,unknown,unknown,telephone,161,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-11-20,29.61,-110.864,6ba7d71d-d3f8-4cd4-9774-e2db45107986,11.0,2019.0,False,79581,1,0,2012-01-29,32,2012
34.0,services,married,basic.6y,no,yes,yes,telephone,1000,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-09-14,26.093,-70.08,735d749c-6c17-4b13-9c6d-78a5c75a14bb,9.0,2017.0,False,172788,2,0,2012-06-08,32,2012
33.0,blue-collar,married,basic.6y,no,no,no,telephone,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-12-04,42.629,-120.612,c18afcb1-494f-4f24-9225-b9330935d1ed,12.0,2015.0,False,151775,1,1,2012-07-03,14,2012
46.0,blue-collar,married,basic.4y,no,no,yes,telephone,599,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-03-20,47.729,-86.685,a3536f34-76d1-436c-aaf5-a0185a4a36ef,3.0,2017.0,False,99608,1,0,2012-09-02,12,2012
37.0,technician,single,university.degree,no,yes,no,telephone,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2015-11-15,33.234,-69.378,e1d6e7c3-5cc7-46f7-b8b6-affcd37a3ad2,11.0,2015.0,False,101844,1,0,2012-07-11,1,2012
41.0,entrepreneur,married,basic.9y,no,no,yes,telephone,165,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-09-26,38.327,-122.209,658024cb-88ba-4c69-a831-19df39db6a86,9.0,2016.0,False,132137,0,2,2012-04-10,26,2012
41.0,admin.,married,university.degree,no,yes,no,telephone,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-12-26,47.464,-115.941,fbef9e14-a76f-47fe-b1ce-5e592e8f2fe1,12.0,2017.0,False,30154,1,2,2012-08-21,30,2012
39.0,blue-collar,married,basic.6y,unknown,no,no,telephone,231,1,999,0,nonexistent,1.1,93.918,-36.4,4.86,5191.0,no,2018-07-17,46.946,-94.615,4808fa2e-c9ce-4f45-b7ba-c16d50cdafbb,7.0,2018.0,False,94858,2,0,2012-09-06,9,2012
52.0,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,191,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-01-07,38.114,-89.351,241c2f36-3477-480b-832f-119eba29a250,1.0,2016.0,False,46399,2,0,2012-08-23,11,2012
46.0,entrepreneur,divorced,university.degree,no,no,no,telephone,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-06-23,46.453,-111.356,94d9fa0c-1242-4914-8fb0-09f1b6cc9209,6.0,2015.0,False,70977,1,1,2012-04-14,3,2012
41.0,services,married,basic.9y,no,yes,yes,telephone,75,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2017-10-23,24.48,-107.934,4dfade6c-3981-40d4-a50e-76fb4df0c5c9,10.0,2017.0,False,78181,1,2,2012-12-05,6,2012
57.0,blue-collar,married,unknown,unknown,yes,no,telephone,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-08-12,45.498,-72.192,ff5d4093-1fad-4a22-b429-884c41b228db,8.0,2018.0,False,118376,2,1,2012-10-24,28,2012
54.0,admin.,married,university.degree,no,unknown,unknown,telephone,202,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-08-07,27.72,-70.829,765f63b0-f6d7-4a11-8baf-9fd8ecf543a1,8.0,2017.0,False,142231,1,1,2012-02-26,28,2012
38.0,services,single,high.school,unknown,no,yes,telephone,1257,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,2018-11-11,35.912,-94.197,17b96933-b06b-46d4-909c-6eca23b81a11,11.0,2018.0,False,94824,2,0,2012-03-10,18,2012
36.0,admin.,married,high.school,no,no,yes,telephone,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2019-06-15,42.097,-73.478,2462515f-8e69-4794-b458-c35190e3c74d,6.0,2019.0,False,24767,2,2,2012-01-27,13,2012
36.0,admin.,married,high.school,no,yes,no,telephone,285,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-03-10,29.587,-104.546,148ce4cf-09e4-4f58-a411-02acdb32e144,3.0,2015.0,False,41168,2,1,2012-03-24,7,2012
42.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-05-31,43.782,-88.66,338478f5-c826-46cd-abad-8a1bf55e26db,5.0,2015.0,False,73026,2,1,2012-05-02,32,2012
45.0,unknown,married,unknown,no,no,yes,telephone,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-12-11,25.068,-118.238,6053e587-ff82-4e02-a71c-ef7180aa0af3,12.0,2018.0,False,161591,1,2,2012-03-14,28,2012
40.0,housemaid,single,university.degree,no,no,no,telephone,71,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-04-05,37.184,-75.916,5372e1c0-fd0b-4131-ba07-acb52e54b309,4.0,2017.0,False,144626,1,0,2012-12-01,7,2012
50.0,admin.,married,high.school,no,no,no,telephone,290,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-05-08,32.639,-110.64,0b7952ba-9327-4097-a4ea-718c5849b576,5.0,2018.0,False,76447,0,0,2012-05-16,3,2012
49.0,services,married,basic.6y,unknown,yes,no,telephone,1165,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-12-07,31.789,-108.603,be272891-cc68-48b6-ac81-2a7fb5145963,12.0,2017.0,False,25755,2,0,2012-12-06,3,2012
45.0,blue-collar,married,basic.4y,no,no,no,telephone,164,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-10-29,42.007,-98.395,6ef60487-b18d-4a63-acc0-756f277e51e4,10.0,2016.0,False,92372,0,1,2012-02-20,3,2012
42.0,self-employed,married,university.degree,no,no,no,telephone,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-03-06,25.559,-85.516,4eca076a-0f08-42e0-a144-e09ee4be7359,3.0,2019.0,False,154821,1,0,2012-06-27,16,2012
36.0,services,married,high.school,no,no,no,telephone,295,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-06-22,39.374,-90.052,ecfb28ee-7a77-4832-912f-c4f811514e65,6.0,2019.0,False,125181,2,0,2012-07-19,12,2012
41.0,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,187,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-07-02,42.947,-108.08,d9c1efa0-667c-4b3f-930e-6ccb12ae7e7f,7.0,2019.0,False,145136,1,1,2012-10-26,21,2012
47.0,blue-collar,married,basic.4y,no,yes,no,telephone,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2015-02-28,32.312,-71.14,04235758-ac5a-4aa5-a525-2990c444140e,2.0,2015.0,False,165161,1,2,2012-07-13,22,2012
39.0,blue-collar,married,basic.4y,no,no,no,telephone,219,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-08-04,25.225,-99.113,ba4e21fb-7870-46ee-ba7e-feecbd1cd962,8.0,2018.0,False,180661,2,0,2012-06-15,6,2012
44.0,blue-collar,married,basic.6y,unknown,no,no,telephone,236,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2016-10-07,42.011,-84.063,61a42fdd-0cb4-456d-ad71-a28e370e9cb0,10.0,2016.0,False,90772,1,0,2012-02-24,25,2012
39.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,139,1,999,0,nonexistent,1.1,,-36.4,,5191.0,no,,46.473,-93.81,489ed76c-bf77-4fc5-b1af-55bb3bea53cf,,,False,22139,1,1,2012-01-19,25,2012
39.0,blue-collar,married,basic.9y,no,no,no,telephone,651,23,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,yes,2016-01-02,29.054,-116.131,8776f6db-4c66-4c9b-88d9-eca94c86c237,1.0,2016.0,False,66890,0,1,2012-01-24,21,2012
45.0,admin.,married,basic.6y,unknown,yes,no,telephone,124,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-11-19,34.139,-89.067,8f835628-2420-4015-b1b2-7ddcce0bda7a,11.0,2016.0,False,137706,1,1,2012-07-17,4,2012
48.0,technician,married,professional.course,no,no,no,telephone,145,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-09-25,40.926,-88.545,a17b6658-2245-41f0-9bc4-35afd84a41db,9.0,2018.0,False,122249,2,2,2012-03-08,27,2012
31.0,blue-collar,single,high.school,no,yes,no,telephone,120,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-08-04,42.274,-86.818,5f48caf2-b93a-4f9b-80a6-3cee3ce40288,8.0,2019.0,False,179635,0,0,2012-05-31,19,2012
45.0,self-employed,married,basic.6y,unknown,no,no,telephone,734,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes,2018-11-21,41.573,-71.784,f26e0d89-47b2-4807-9d3e-6c7d71a6afff,11.0,2018.0,False,169200,1,1,2012-04-28,24,2012
36.0,services,married,high.school,unknown,no,no,telephone,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-04-29,24.495,-93.96,eec78c31-6201-4b9c-a56e-b940d8df1411,4.0,2018.0,False,146986,1,0,2012-08-27,24,2012
40.0,unemployed,divorced,high.school,no,no,no,telephone,101,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-03-18,43.69,-105.329,d1c84439-b405-4f41-9953-d2ebca81d253,3.0,2019.0,False,161000,2,0,2012-02-01,24,2012
34.0,blue-collar,married,basic.9y,no,no,no,telephone,417,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-07-19,43.53,-97.257,42fd0f88-d968-43b9-9680-77ed65ebc7ed,7.0,2019.0,False,54990,2,2,2012-10-02,4,2012
33.0,technician,married,professional.course,no,no,no,telephone,191,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,2016-04-28,47.831,-72.06,308fa681-df30-417a-a90c-d51af5dd2c1d,4.0,2016.0,False,96586,2,1,2012-04-29,28,2012
40.0,admin.,married,high.school,unknown,no,no,telephone,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-01-21,31.27,-87.314,6f7ff195-5d12-4c8e-b738-c9c69cd72ecc,1.0,2018.0,False,109305,2,0,2012-02-10,29,2012
55.0,blue-collar,married,basic.9y,unknown,no,no,telephone,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-01-17,48.614,-123.64,b227a4e7-1814-46f3-bb16-4c38ba6bec94,1.0,2017.0,False,40405,2,2,2012-02-08,28,2012
30.0,management,married,university.degree,no,no,no,telephone,221,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-05-14,40.849,-100.854,7ac09fd6-f3a6-49b7-ad07-30f93d0b6af0,5.0,2019.0,False,24138,2,1,2012-12-28,15,2012
38.0,admin.,married,basic.6y,no,yes,no,telephone,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2019-11-10,39.372,-90.791,303200b4-29c8-40ae-9e1d-255adea95db1,11.0,2019.0,False,175585,0,2,2012-04-06,26,2012
36.0,blue-collar,single,basic.9y,no,no,no,telephone,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-12-16,42.807,-122.082,ddafb474-c3ba-488a-a600-e0cff926b6e4,12.0,2018.0,False,128782,0,2,2012-12-26,4,2012
34.0,admin.,married,high.school,no,no,no,telephone,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2017-04-22,46.295,-84.026,1f9cad88-e879-4135-b9b6-7cf8f1493d00,4.0,2017.0,False,119801,0,1,2012-12-01,9,2012
55.0,technician,divorced,professional.course,unknown,yes,yes,telephone,72,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,2018-08-03,33.733,-78.197,09597223-ebc6-4a4a-bd0d-d47798ce82c9,8.0,2018.0,False,50332,0,0,2012-11-24,9,2012
