Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth,id,hoja_origen
21352,2,0,2012-07-11,14,c16fd1d5-2434-4c11-b34e-37ab1c077fc0,2012
165372,1,2,2012-03-31,2,84502a9f-ad17-48a3-8401-04098a9a9434,2012
18347,0,0,2012-03-21,25,f205b1df-e73f-4cc5-b6fd-088a34ca0068,2012
108839,2,2,2012-12-21,4,9d3e19ec-01f3-40a7-8f14-de6337bc372a,2012
106119,0,2,2012-04-26,17,40f60ee8-3511-4680-ac2b-b41b5c816f8a,2012
164139,0,0,2012-12-28,4,3c61410c-07a7-4a2d-9186-72e2ef865434,2012
76027,0,0,2012-05-26,22,b0c89304-e0c1-43e6-808d-ebb5401dc525,2012
84156,2,1,2012-08-23,3,97871607-4fa4-4d03-aec4-1e5d9c2d34b1,2012
66217,0,1,2012-03-11,13,d69a2831-a353-4700-b993-e5863ee2b841,2012
88520,1,2,2012-10-08,15,b5363c68-715b-4347-9bc2-56f28c8d37ce,2012
90573,1,2,2012-12-06,24,827e4c3e-9ff3-4dd8-ae39-5c2fd226f68e,2012
136799,2,2,2012-02-26,10,98ba0e83-33bb-4eb7-aa7f-b83803eecfd7,2012
37927,2,2,2012-07-30,1,a90b20f8-8d47-4836-847b-3ba150037d86,2012
155522,2,1,2012-06-07,2,9ae5986b-8ab6-4b0e-9dc7-4f23c4489bae,2012
108356,2,1,2012-09-18,20,a3f86c63-ab98-4120-85ce-aa1d392bf4e1,2012
18254,2,1,2012-05-29,4,963be157-7e57-4531-95bc-f461ad2de93c,2012
65222,1,0,2012-02-23,26,82994cab-4de2-4a74-8dd4-15dfc929e6dd,2012
80363,2,1,2012-06-25,30,559e3388-c7e3-49ac-9ec9-baefe38cd7b8,2012
90917,1,0,2012-04-03,14,2938e20e-1c3c-48eb-a538-546d67eb36d8,2012
169243,2,0,2012-06-02,31,53f32092-a5c9-4dc6-9dd9-d1c868aada41,2012
104580,0,0,2012-08-13,15,46abcf63-4d10-4347-9d7f-bd3586f5e4d4,2012
9236,0,1,2012-07-23,13,4ee0f9e2-2c86-4772-83c8-7223cdb8e1a6,2012
123902,0,2,2012-08-10,10,94f19650-8fb6-4265-8a88-f262564f07d9,2012
34482,0,2,2012-09-01,20,eec843c2-2b7c-4b23-a158-c695b49f71f0,2012
65332,2,2,2012-11-17,15,9f9fef3a-5989-4ce3-a479-a33aa6756acf,2012
123943,1,1,2012-06-17,19,72ec38d7-a57f-4f7a-8b95-363c396ca22b,2012
14084,0,2,2012-07-25,19,28719f76-94f3-4df4-9357-d3dccaf3b71f,2012
39409,2,2,2012-08-10,10,ce20f64f-b242-4f83-a5be-560b77bb2330,2012
146296,2,1,2012-09-20,31,269f67fc-8518-435c-b345-a3db12f80903,2012
17825,0,2,2012-08-23,7,f141b8f5-6a49-4945-8a40-e132340e04e8,2012
125922,1,2,2012-06-02,6,a73041d4-85d7-4df7-839c-06c02381ff86,2012
56943,0,1,2012-07-07,23,ebb9e7d6-481c-43e8-ba9b-7543c349453e,2012
174151,1,1,2012-02-27,4,9a4c324f-d7cc-4f27-87f6-92ed3fedb64d,2012
26053,1,1,2012-03-07,28,427513fc-f616-4973-8efd-c5a60da44163,2012
176402,2,2,2012-06-05,5,f88f766b-84ee-432d-82d6-f39c2687babb,2012
72245,0,1,2012-06-15,27,98da4a3e-474a-4177-91c7-8eecdb631e54,2012
165781,1,0,2012-11-01,25,19932caf-98a9-43e7-a2ec-5d7538a95608,2012
66170,0,0,2012-07-29,20,8caa66e6-1ed7-4b50-9ba0-9f670a6980a7,2012
58078,2,1,2012-08-01,22,4f9516b1-c86a-4b83-9baf-a4a958290db6,2012
13746,2,1,2012-12-24,16,6bcb6083-af15-48d4-a4ee-cbc87082396c,2012
76385,1,0,2012-02-22,1,87122fad-07fe-4689-8c83-45e58f660233,2012
83862,0,0,2012-03-15,11,58f2a3db-e8d5-4a50-885f-8f7d2aba41c6,2012
40931,1,0,2012-08-24,25,981b427d-c143-45d1-89f9-c85a8b30516f,2012
151048,1,1,2012-03-17,32,41efb4b4-8510-4ea5-9773-5c6cfe12cabb,2012
58683,2,2,2012-01-10,4,19885f92-79ef-4cae-b698-356f0028f9dd,2012
22672,0,1,2012-02-15,18,5cd6c90f-c42f-46c8-abf2-b9b3830368a2,2012
120317,2,1,2012-11-30,8,58ba9ebe-6a19-41c0-9e59-8504d0a629fc,2012
130355,0,0,2012-09-20,13,6dc9fda9-12ec-4351-a3e7-6ef71d864a74,2012
77536,2,0,2012-06-29,23,2c894d4a-bca7-48ff-ba1d-478ab4c1da90,2012
56405,1,1,2012-06-24,21,99658423-5003-4c77-8b30-780f2893db39,2012
117598,1,2,2012-06-19,24,4c95fbad-e79a-4f5d-90f8-f010267ddfd0,2012
73949,1,1,2012-01-29,18,d76624f7-007b-4c8c-b546-6562986435cf,2012
13042,1,1,2012-06-06,15,db3a64a2-f9e5-4d27-bad9-d9f70b9ffb08,2012
20338,2,0,2012-03-02,18,38bbac3b-a118-4ea8-a8f3-fb91a944e2a5,2012
52240,2,1,2012-12-18,27,5bfbfb3b-1121-4f20-93f8-b9c12a01cf58,2012
104401,2,2,2012-07-29,32,0a061bb5-e5e0-4feb-b9de-f73bc1eb841e,2012
80814,1,1,2012-04-16,27,f30ab89b-89e3-41f1-a410-32176a7147c5,2012
168002,1,1,2012-11-05,17,580be0f7-5835-4803-ba14-0cf5e0d87888,2012
74068,1,1,2012-11-19,17,31d57c6f-8603-43d6-a100-b1d16bb079c7,2012
17174,2,1,2012-08-15,2,14c0493e-7b2d-4072-87df-2295c35d8c02,2012
74893,0,2,2012-03-30,13,49cb6251-4408-4a8c-9742-1d3aa7982281,2012
72394,2,0,2012-04-01,30,df86c9ea-2e4d-4eb8-b7d5-7981c8eba4a5,2012
94379,2,2,2012-09-25,1,03ed08b1-f007-41b1-b4d7-d8852324ba31,2012
123720,1,1,2012-12-15,9,bb0bab23-36df-479d-8b41-064e43de17e9,2012
122584,1,0,2012-03-29,12,610a5d0d-3ee8-4445-9d68-8fcd10589434,2012
81423,2,2,2012-07-02,12,29e01274-6c8a-4c60-96fc-99b245a1386c,2012
12911,1,0,2012-02-18,32,0e2d8fc8-e3f0-4836-81dc-483b821e3cb8,2012
113051,1,1,2012-01-12,5,8feb4a98-3b2d-4342-b2e8-068fab6582ec,2012
155802,2,2,2012-12-18,4,7f54a318-dcc1-4329-bb88-0c4521e854c7,2012
23410,1,1,2012-05-01,10,90585b24-0602-4635-af03-df63581db568,2012
24630,2,1,2012-09-24,25,e0ad688f-645e-46b1-96f8-609d22ecb794,2012
25726,1,1,2012-11-24,22,ad09b734-9143-44eb-aab5-16f36c89f5a3,2012
176390,1,1,2012-05-05,14,8379bcd0-7638-41a1-ae21-5e6cd9ea778a,2012
33815,2,1,2012-10-23,2,6663bfc0-b754-44f3-936c-db6c1e8e3b33,2012
159591,0,2,2012-01-07,2,65e87d6e-c28b-4bd5-b4ec-49a21a30355b,2012
129968,0,0,2012-05-29,25,04ae83e4-25dc-4d40-b109-489af581856b,2012
25147,1,1,2012-08-07,13,e78271c1-df1e-492b-9462-106e0b648cdc,2012
170121,1,2,2012-08-11,28,2dd8a519-fdf3-4f42-94d5-6e1607a6b12d,2012
54647,2,1,2012-07-14,8,25b01b00-b92b-4306-aff9-c4786ab2cf3d,2012
178837,1,2,2012-06-22,9,f30569c3-062c-4533-965e-27e85fab5cb8,2012
94167,2,1,2012-05-14,22,3d6318d8-4299-40e6-993b-652202986aae,2012
95863,1,2,2012-07-09,24,ebf0fd3b-8966-43fd-a8d1-b3c255794372,2012
6505,2,0,2012-07-01,16,c3ff4dc9-4e7f-454b-8ef7-a88dda826d6c,2012
113049,2,0,2012-05-17,11,ebdb4b65-e28f-45fd-888f-8145405fbc7e,2012
24874,0,0,2012-06-25,10,93fa73ec-f3a7-41da-accc-6b37c5b5c0dc,2012
23723,2,1,2012-10-23,6,dee0a787-5e7e-4427-88ef-8e12f9a21c24,2012
105746,2,2,2012-02-03,8,d8510492-61e1-471f-87f1-c7fc06851a09,2012
162844,2,1,2012-10-30,28,64846c6d-0e15-42e6-8e96-11ae0584c6a3,2012
8836,2,1,2012-12-17,10,134fcde8-f30e-4b7d-abf2-cecb283250d8,2012
59479,0,0,2012-05-22,4,007de989-4e84-48c7-808d-8699f0687581,2012
126112,2,0,2012-04-15,4,bf038e26-d6db-49a3-b7bd-446fdc655c95,2012
172710,1,2,2012-10-02,18,5b019042-491d-453a-99b1-bf9d250ae93f,2012
28912,1,0,2012-12-14,8,8d2b5455-574f-4f0b-96f9-5c53035edbf9,2012
180269,0,1,2012-05-25,1,04ffac6e-3fe5-4e51-b775-87235dd8384e,2012
144428,2,0,2012-07-26,10,19162ab9-10d4-4d33-8d1b-d6a441bf0f69,2012
56458,2,2,2012-04-20,4,a335933a-6f72-4cb7-8e7c-caf03fd2a2b2,2012
170799,2,2,2012-02-09,3,f5ec9b7e-d4d2-4f84-8d9f-ab3799316427,2012
152264,1,2,2012-08-21,24,7c723e51-c23a-4cae-88a9-7f6718f15d61,2012
15679,1,1,2012-05-31,26,e6ca0ecb-57de-45ea-814e-630a750dcca6,2012
44765,0,2,2012-01-09,6,df822225-f25f-4b82-83ab-185329290e72,2012
96829,0,0,2012-09-28,13,f844da83-1ce7-4bbd-ae54-6dde39b27da1,2012
135777,1,1,2012-09-27,24,78145a12-3ecd-4b50-b519-38b95035049d,2012
175283,1,0,2012-03-17,20,09866792-5ea4-4ac1-bfce-f5641d81cf4e,2012
46225,2,1,2012-05-26,13,a4877e76-d939-4077-babb-183fb0b1a30d,2012
9235,1,1,2012-05-04,27,904b7df2-f5d4-4ff6-ae88-88e65116b983,2012
120243,1,2,2012-05-30,16,f3f51da4-26c2-4d25-a7e9-4333de6027ff,2012
27975,1,0,2012-05-12,3,ca53ad5a-478b-4b12-86ee-5feb89056978,2012
53644,2,1,2012-12-22,14,ca0f32fe-feae-4bf4-b36a-65aa10e0a80f,2012
174473,0,1,2012-12-07,6,73831823-5cec-47ee-8ddd-3c1d480bafed,2012
153785,0,1,2012-11-28,15,fd1be2ca-d155-4114-bc4f-cc82b6f2a65b,2012
129026,1,2,2012-09-22,4,9c8ab09d-08ce-4d87-a1bd-260338d378da,2012
150017,0,0,2012-03-21,10,c931096d-82b8-469c-bc5a-6758e3327f13,2012
38785,2,0,2012-03-31,4,6f61c7fd-4a85-4c9e-8b6f-8450d91b40a2,2012
153005,1,2,2012-11-10,18,791039e8-60a7-4b7a-8803-b3435724b2e2,2012
127169,1,2,2012-10-01,20,8adeeb2f-86c8-407d-806d-c2b45ca93818,2012
33057,1,1,2012-12-30,11,fbe02631-30a3-480a-8f69-17900559f22e,2012
151678,0,2,2012-06-18,27,3333672c-86dc-42cb-8843-9307a5c5e938,2012
78819,2,2,2012-05-11,21,2af5c53f-bc31-4ad0-8fdf-14f61a3174b9,2012
16661,0,1,2012-07-16,7,de9bedee-e3e4-4d4a-bd78-bd5e42107ae5,2012
105727,2,1,2012-05-04,27,5374fda9-4608-453f-93d4-657710186c70,2012
13930,2,2,2012-12-16,22,884ff83d-af5c-4003-a1b3-c9ff35d44c40,2012
129839,1,2,2012-10-28,12,61a1a108-e540-49fa-b3a0-bad212d1a8b3,2012
122909,0,2,2012-02-17,4,e1946c02-3ce3-4551-91ac-230525ac4b36,2012
51422,1,1,2012-10-29,18,d91b071f-3026-4e13-b655-82ff82b9f8dd,2012
136958,1,2,2012-07-29,32,aabc2920-a81b-4f00-8104-d5b8665c6d58,2012
69855,2,1,2012-06-01,19,49386f98-4ac2-48bf-880c-a231750da23e,2012
89344,1,1,2012-01-02,25,3b983378-5866-4c42-8526-508b4b27e11f,2012
150281,2,0,2012-09-28,13,7fdd2017-1bb7-408c-a5c4-24f7ba5e3713,2012
98457,2,2,2012-12-07,22,91777770-80a1-4cf9-91c2-36e352cde370,2012
60584,2,0,2012-09-07,13,eb92b759-2789-4fb8-bac3-c76c3e6436b2,2012
93861,0,2,2012-10-06,25,038754de-5da1-46e4-9588-c1cec08dcaf7,2012
111280,2,1,2012-05-18,31,bd1c2a10-05ab-489d-a435-ee030cb83abf,2012
78056,2,0,2012-01-25,18,29d9dcb6-0309-4627-9453-ca2fb9d5768e,2012
73583,0,2,2012-09-26,4,97de132a-e1e6-494c-9b20-5a252df8dd6d,2012
124367,1,1,2012-09-28,22,669f5370-eec8-437d-a9d2-5960ca0d4673,2012
162562,1,2,2012-03-15,8,d8413ffa-3ad0-49b9-9430-62d3a73321d7,2012
27815,0,2,2012-07-21,1,64cc8eff-0fba-4c8f-a10e-5292dde57622,2012
96386,0,2,2012-08-10,30,4a7d1547-16eb-4e2e-8fd2-cf1049bcd6b9,2012
49703,0,0,2012-06-18,13,18db82e7-f8c8-4095-bb9f-89383a16e26a,2012
79491,1,0,2012-05-22,28,b785afc7-fa33-466c-959e-553c00c21538,2012
27378,1,1,2012-11-24,31,d07f4ef1-e941-4a97-8e7f-f3de38779615,2012
67733,2,0,2012-01-18,26,985ea136-82f0-4077-aace-10ed6b4df7b9,2012
11329,0,0,2012-06-22,1,e77bec32-92f6-4d97-8224-e7e2a9727653,2012
102773,1,0,2012-04-24,32,8260cd54-2a0e-420e-aa60-b7bf6a5fb03c,2012
169312,2,1,2012-01-09,23,7aeff18f-5ed8-4f5b-a7a4-d3b03dba0111,2012
120646,1,2,2012-11-14,9,84c2cb7a-f4aa-4069-9ee9-4c53c674c498,2012
141753,2,1,2012-05-04,27,13cb94c0-a7d5-43ce-959c-288897678338,2012
14331,0,0,2012-06-07,2,a9d9b151-6f49-48c7-8632-a4ca17ecd253,2012
92304,2,2,2012-02-27,12,db2d6f6c-74c9-4caa-8d28-7365d03062cd,2012
95618,0,1,2012-01-25,3,50b57343-fc43-46fd-a381-a72cef49023b,2012
116026,0,0,2012-11-28,7,030d2a14-f26e-4d65-b2e4-c3bd6e9e3217,2012
155873,0,2,2012-01-15,30,5a05c223-d0df-4cd1-a43f-77a8e44e9360,2012
26312,1,0,2012-11-01,20,4cf59188-653c-4ffa-b66d-ee4c621bd1be,2012
155018,2,1,2012-05-10,12,77d46bdd-6822-416e-a633-0e6aac5b89e8,2012
178539,2,1,2012-02-24,17,7a339804-d56f-4edb-9708-bdef420fca6b,2012
139898,2,0,2012-04-22,21,21bb85c9-76ee-4b47-a2b6-80ebb00a5a4a,2012
72540,1,1,2012-12-21,9,d5eb28eb-da6c-41f3-a258-463c428b5a08,2012
130312,0,0,2012-03-17,28,2f2a6773-cad7-4740-8f6a-2258dd2252ca,2012
86899,0,0,2012-01-16,32,3320cbe9-7ead-4e7f-9a76-e17ecf98de21,2012
20047,0,0,2012-11-20,1,527e3676-ff87-4d63-af6f-18922326d0a2,2012
7228,0,0,2012-11-29,28,559e91e5-ffd2-43e3-8500-a4133c218c58,2012
178607,2,1,2012-08-08,28,59d929f5-0f33-46c7-b83b-a7413abbeee8,2012
56656,2,1,2012-07-29,31,56c6664d-43df-4485-9eff-5fb72140cc05,2012
18923,0,2,2012-02-23,14,c62767f6-b092-4f52-aad4-96704c034ec6,2012
70899,2,1,2012-07-22,3,b1753b37-5884-4aea-83cc-575c2b615ac0,2012
114386,1,1,2012-02-15,25,558e424c-363e-449b-b55a-790a29bf23e9,2012
167759,1,2,2012-05-27,19,d3d204b0-1f34-460e-a0eb-f7b4c63cb0f9,2012
46643,1,2,2012-06-23,25,0a55142e-b66d-4a2a-b882-db731a18f816,2012
113268,0,1,2012-11-27,5,cd82ab10-1e86-45fc-90f0-3fcd13e10347,2012
85923,2,0,2012-09-27,11,2c50dda2-51c6-47bd-9605-da43a34dc7e5,2012
142620,2,0,2012-10-06,28,c8248ba6-001f-4691-8d09-b2512b32fb05,2012
15866,2,2,2012-10-26,12,56f2bf01-3768-405a-9d52-11eb7f4f11b7,2012
54876,1,2,2012-04-14,27,4151aba7-5428-4884-90cb-315e416e4a1b,2012
146849,1,2,2012-10-31,9,ec372fb6-3e72-40f6-80a8-eb6dc282f7e5,2012
178353,1,1,2012-05-08,6,4f1f77c6-fe92-408f-a9e2-682e623ca435,2012
174701,2,0,2012-01-24,3,a1d00510-5b87-41ee-89d0-fe0e38ed94ca,2012
84353,2,1,2012-05-30,24,39f12c40-461d-4c9d-bbad-ebc626824241,2012
121190,0,1,2012-02-28,6,43d426a5-3ca0-4f29-a47c-7c84e2f98752,2012
108773,0,0,2012-11-04,2,3ccd071c-17a5-434f-9442-001dc65899ca,2012
106669,1,1,2012-04-28,30,167facdb-5a51-473e-ab7f-a945f698f984,2012
120319,2,2,2012-08-06,8,83a15ce2-5fed-45e8-8ac4-34e99dcb1433,2012
94851,1,0,2012-05-10,10,ecab012a-6284-4417-9433-eb09a7089efa,2012
63483,2,0,2012-11-22,32,f44ac27d-f74c-48f0-8a9c-0e21dfee799e,2012
103246,2,0,2012-12-03,6,de1fde4c-c8da-4148-b8f3-cf37e94b73fb,2012
124612,1,2,2012-01-23,15,d73a7650-3f23-4645-ae1f-50cb7c36bef8,2012
162125,1,1,2012-05-26,22,54417629-172a-4e72-bd26-c13eb8c2542d,2012
9086,2,1,2012-03-24,25,b104f3a4-a92e-4506-9cb0-2dc03e79812b,2012
96351,2,1,2012-05-25,17,0131bcee-4898-417f-bb33-92d80927ad11,2012
8598,1,0,2012-08-02,14,1f1920f8-a433-4f36-b4b7-46eed3a47d92,2012
64960,2,0,2012-12-14,6,7a554ae8-4201-487b-9b22-e5078b3ac018,2012
109284,0,2,2012-07-23,24,9c69c1c9-7aa6-4f3b-9c46-0660c4cc3158,2012
62177,0,1,2012-04-13,12,e6df09ad-5939-4920-b6c6-0d51292df6f5,2012
7386,2,2,2012-10-29,7,9b87a366-aaaf-4003-9804-63bc0d336089,2012
30178,1,2,2012-06-08,20,037042d3-83e0-4620-92ba-116279d47b5f,2012
87405,2,1,2012-06-10,21,4251ea6d-be6e-4637-a83d-7241616575b2,2012
22477,2,0,2012-03-04,12,89e8b2e9-a7aa-4dc1-bfc6-c9257a42ee60,2012
67849,2,0,2012-05-18,30,faf06e56-f0eb-48c5-8a7f-4e7b27eba1d4,2012
155759,1,2,2012-02-08,16,83f26728-f5d4-4e15-b3d4-653aa3b73874,2012
164790,0,0,2012-05-28,8,83adf759-6f10-4541-80d7-d2c6387bc662,2012
133355,2,0,2012-12-20,5,4ae1f9d1-dc44-40e4-8806-66abf87a5fb5,2012
49545,1,0,2012-09-09,29,6f940ee6-1a54-40dc-81c7-4f5a47ce7962,2012
141318,1,2,2012-05-07,20,261d4f01-40af-4c8e-9723-01441e6f199a,2012
29321,2,1,2012-10-28,20,60a2e707-a61e-4361-987d-65b11e1060a3,2012
54029,2,0,2012-07-18,9,49c3c814-fa23-49b7-8746-78c523684358,2012
67025,1,2,2012-05-21,17,1f8af21b-7774-4b41-b833-4627f07e9548,2012
124695,1,1,2012-11-26,29,7f45ad18-b957-47db-bbfb-a6de6e6ec598,2012
95708,0,2,2012-06-16,13,39bb9250-5fad-48be-b9a5-f5843f712957,2012
139327,2,1,2012-08-12,17,4cb04890-8298-4d71-82a1-e846ff9fee76,2012
78760,1,0,2012-04-18,4,dd018e96-7bfd-42bd-ac2b-95fe4e41f85d,2012
177338,1,0,2012-08-28,2,bcf9566f-bc54-4918-9f99-3fd194756b17,2012
158924,1,0,2012-09-25,17,a9d4a10a-dc16-411f-a232-4f9c50c8b764,2012
109922,0,1,2012-09-08,18,5fd275c6-24ae-4689-8010-0bd3c7126270,2012
77901,2,1,2012-02-03,19,ee05e900-df35-4fac-a5d0-d0e4de61e687,2012
129225,2,1,2012-03-29,20,ddae6adb-1984-4563-a89a-5b7dfec70c94,2012
68139,0,0,2012-01-31,1,41227a90-9c41-4d90-99a4-7ad610988f9c,2012
44436,0,1,2012-03-27,5,302524f4-e0d4-4dc9-bb9b-36edacb7c7b9,2012
83761,1,2,2012-12-14,24,811a676e-1da5-4f33-babc-1c7dc92e37f2,2012
120395,2,2,2012-07-28,32,516ef111-fc15-4870-b3b6-84939d83bf26,2012
140918,2,0,2012-10-02,21,7c0ed986-d0c8-4bbe-820b-9aaec2e71f76,2012
154857,1,2,2012-11-08,14,2fa52bf0-dd7b-4ad3-baf9-c36928042585,2012
49522,0,2,2012-07-28,6,d2fabc79-f6f0-4472-befe-282aaaeb6505,2012
111912,2,0,2012-07-07,12,fc8bd9f0-7da0-43f4-939b-9e2a71ce16f1,2012
180019,0,1,2012-12-03,11,ee70c180-3427-4c24-ba5f-bdb7f423addd,2012
28928,1,0,2012-01-18,11,8cfa283c-7320-48a8-89c8-f158607ba736,2012
38855,0,2,2012-07-12,20,f2dbbc63-0880-4ccb-a004-4f803a3a7e29,2012
123079,0,0,2012-12-13,28,e726e1aa-9027-4efe-a722-dca91f775a18,2012
73017,0,2,2012-06-01,29,2ce5051c-03f3-4567-baef-800fe2f2fd4a,2012
61303,2,2,2012-10-31,17,de45a05b-2138-42cc-a9fd-c757d4606bf0,2012
54419,0,0,2012-09-09,28,f3e1c1a8-9cc9-4614-803d-d4144202aadc,2012
107374,2,1,2012-03-17,2,6c56853c-45a1-402b-b2bd-b85dcd53fbee,2012
45217,2,2,2012-08-15,11,04893693-a3c2-494f-ab77-12c0c04c524b,2012
78389,0,0,2012-11-09,12,8226e842-b537-4c2b-a8ec-38034d250c2b,2012
48917,1,0,2012-06-29,12,6b9b3cdc-c627-4f78-8016-95842f5013d3,2012
119323,0,2,2012-03-18,3,ca3deb33-db49-4b3d-88c9-7e0af35e58e9,2012
120994,2,2,2012-10-25,11,1b33b123-d43d-4158-afc6-585fcb221dee,2012
73031,0,1,2012-10-05,28,889263fe-6085-4350-81a0-a63560ea7eb2,2012
33080,1,2,2012-12-07,32,96c8acde-eb4e-4b9a-9d60-90c6ad533c8c,2012
114790,0,0,2012-06-02,24,4fd3063b-f339-4ee2-8a97-6f1913cb9097,2012
105246,1,0,2012-09-13,26,1c634683-7719-4a45-9e97-e4ac0c1acc54,2012
172270,1,2,2012-02-13,29,4d7aef7e-a928-4539-b186-b5cd5745980e,2012
124752,2,1,2012-03-06,11,46522401-63d6-43a7-83e8-39a44b1bdbc1,2012
125065,1,1,2012-11-20,20,446bad56-5b48-446f-9038-edb763ad47a7,2012
22095,0,2,2012-09-10,24,6b48543b-3d37-4bdd-81b9-7b12f163a6d1,2012
161588,2,1,2012-07-18,17,3c802dd7-508a-40aa-9ffa-bf826488ce56,2012
175301,2,2,2012-08-18,2,616f5262-83c4-41b5-b222-c0769dd7f99e,2012
162475,1,1,2012-09-24,31,f9b4ade4-c146-4f84-8acc-a9dee9e1a15e,2012
14267,0,1,2012-02-27,3,12419d81-89c9-4e4b-a2ce-8d44c3c8334e,2012
116534,0,2,2012-06-02,2,991da793-55b3-485b-b1d0-6607df0b6f00,2012
108177,0,1,2012-02-12,9,9250cbb3-4ad7-4198-b67e-4a07c142bc6f,2012
72524,0,1,2012-08-08,19,7e1c1af2-4f0a-4694-89e6-798562256e51,2012
71535,2,0,2012-05-09,3,b461d4e6-e7fc-4b24-9d1f-01d1488f48f8,2012
114289,2,1,2012-07-10,22,d0d143b5-f404-44ba-8597-9718b010fde8,2012
52632,2,1,2012-02-19,13,eaa696cf-9a46-44cb-84b2-068ef11e45b5,2012
116466,2,2,2012-05-23,12,a0d48698-e6a1-4303-9258-c9c882a35da5,2012
99990,2,0,2012-05-02,28,22488ca2-4c9f-4675-846c-4991aa7f1f19,2012
79823,2,0,2012-09-11,23,2e0b0989-3e1c-48ac-9efd-de9efc3491f5,2012
65607,2,1,2012-10-14,31,88d98d97-d831-4e85-9c5c-80824161f425,2012
141002,1,2,2012-01-14,8,230728d7-5375-4f02-b6d4-6ecd1c3f25fa,2012
165090,2,1,2012-12-12,12,84e250d7-8189-4470-9d44-adc9e5ab8167,2012
159755,2,0,2012-09-16,5,65b746fe-23e1-415d-b122-bf0d21766e83,2012
49371,0,0,2012-12-25,17,d916ee51-da4e-47f4-8164-dff2433a7a6b,2012
82052,0,0,2012-06-14,25,cf1f2880-8d6d-4704-b160-28ff762f0c3b,2012
139147,0,0,2012-02-07,15,f001a0f4-184f-4b9e-8eb5-37b9fd180b22,2012
16313,2,1,2012-07-03,17,0ed823cd-6372-43e5-bf5c-a91a9a2c5070,2012
100168,2,0,2012-12-28,2,376f86ff-24a9-46ab-a424-3e9a33cf9ad5,2012
18955,2,1,2012-12-13,7,4c4c597a-b6b7-491f-8d70-692ad50f6579,2012
107026,2,0,2012-10-06,24,5f94b662-af1b-46a9-9cbd-3b610ff8556b,2012
128818,0,1,2012-03-14,21,29572b79-a500-4c5e-aaa9-6595ae362efa,2012
116341,0,0,2012-09-20,12,9cef39dd-9462-49ff-911a-0e2d1879cd9d,2012
78985,0,0,2012-07-30,18,978a53a0-a8c1-4641-8833-4d98aea29979,2012
154067,1,1,2012-05-09,19,62453693-53b1-455e-be9e-58df18e8876d,2012
106640,2,1,2012-11-03,18,6f53a268-859b-4d19-998a-0bce7cce689d,2012
7634,2,0,2012-09-28,15,fa7ddec0-eeb8-48e8-9b56-7a593929acf3,2012
169506,0,2,2012-08-19,28,316b5555-2132-45b7-9a6a-a258c088d311,2012
79643,2,1,2012-11-19,14,909704c4-07ff-4ea8-9dfd-6a1a95d4aa9c,2012
175647,1,0,2012-09-10,19,b6fa60c6-be15-4ca2-a40b-10525cc3fd2a,2012
130874,1,2,2012-06-25,18,cff9a9fe-e78e-4daf-ae2c-abb6aa757797,2012
113620,1,0,2012-06-28,17,62d2b284-08f0-4ddb-a11f-0db3a0bec49a,2012
61030,1,0,2012-07-06,26,2b2c51af-1288-4968-a442-cfff411272c4,2012
75142,0,0,2012-11-02,6,1b3b1c59-ab0e-4b3d-951a-a06874ea92b0,2012
24225,2,0,2012-12-01,12,fc875629-4d0b-4d32-936c-b1c26872cccd,2012
9708,1,2,2012-06-11,4,dc07b91d-1281-4868-8cc9-9abdad1567ff,2012
108367,0,2,2012-03-29,26,5f050d0c-650f-4c1e-882f-d923101b5455,2012
100855,0,0,2012-04-01,3,d256e0a1-2c67-4747-b39c-d52ec6f2cf21,2012
65047,0,1,2012-05-22,12,5a73c714-f70c-4e94-855f-c0d26906fb1d,2012
130329,0,2,2012-05-31,24,d591084f-daf4-4086-9b0b-831fe9ff052b,2012
8671,0,1,2012-07-07,18,58c1231e-5f27-4de6-abfc-160957b5fffb,2012
145414,2,1,2012-11-12,7,67daf4b5-5f50-41cb-bed4-65b874ef9d52,2012
27223,1,1,2012-04-05,26,932af4c9-a0f2-4584-b78f-efd7407ff3c9,2012
26143,2,1,2012-01-03,20,0822d357-169d-47be-aa3f-d1879f8f0bb1,2012
140564,1,0,2012-01-07,16,d809078b-13c8-4904-9574-c691c7e460cf,2012
175820,1,0,2012-11-04,21,eb9ef810-2e95-41cd-9c3d-311cf22a4340,2012
90826,2,1,2012-07-30,14,dd8bf05b-9117-4834-a598-66ca492e9ade,2012
13926,0,2,2012-06-27,18,278cc30a-60a4-423a-8547-c9afe6ccea86,2012
82674,2,0,2012-03-01,8,38be8a3b-1f7b-4fe7-9f7f-f091ab8891b0,2012
86987,0,2,2012-05-15,8,ffa75859-1519-4a14-9ec3-bb83e0ba6c2b,2012
88194,2,0,2012-01-16,19,5d45ad26-fd55-4a9e-9bbf-428d77c66304,2012
33567,1,0,2012-01-27,23,4a716ce6-7df1-4468-ad2a-96d8fdd323c5,2012
21185,0,2,2012-07-03,9,dd845e2f-03df-4c5f-a5f6-fbee52959db3,2012
79487,2,2,2012-05-26,17,12f8ee1c-0f0d-47af-b35b-b9550a205257,2012
155703,0,2,2012-05-18,23,4f1b31e4-9dcb-4df6-bbfc-5edaf2bf1ba6,2012
56988,2,1,2012-08-13,21,18f5f3a4-e069-4eac-986b-b0685345649c,2012
